tinstance	cellId	method	epsilon	time	n
320	790	BFE	20	0.006324906900000001	3
320	790	PSI	10	9.871798200000001e-4	0
320	790	PSI	12	0.00104294272	0
320	790	PSI	14	0.00121732184	0
320	790	PSI	16	0.00117630998	0
320	790	PSI	18	0.00120766242	0
320	790	PSI	20	0.00153817542	3
320	791	BFE	10	0.0033602914400000005	0
320	791	BFE	12	0.0037529303800000005	0
320	791	BFE	14	0.00341103086	0
320	791	BFE	16	0.0034311243200000003	0
320	791	BFE	18	0.00581525494	3
320	791	BFE	20	0.006386938440000001	3
320	791	PSI	10	6.713593800000001e-4	0
320	791	PSI	12	9.965024600000001e-4	0
320	791	PSI	14	6.582387400000001e-4	0
320	791	PSI	16	7.8018438e-4	0
320	791	PSI	18	0.00115876484	3
320	791	PSI	20	0.00113234278	3
320	792	BFE	10	0.00410640124	0
320	792	BFE	12	0.00404679736	0
320	792	BFE	14	0.0041593181800000005	0
320	792	BFE	16	0.00427690588	0
320	792	BFE	18	0.00423139364	0
320	792	BFE	20	0.0043700578	0
320	792	PSI	10	0.001110935	0
320	792	PSI	12	0.00114605408	0
320	792	PSI	14	0.0012635493200000001	0
320	792	PSI	16	0.0012613446399999998	0
320	792	PSI	18	0.00127047316	0
320	792	PSI	20	0.00126937436	0
320	793	BFE	10	0.0038477288800000003	0
320	793	BFE	12	0.00614800774	3
320	793	BFE	14	0.00613226066	3
320	793	BFE	16	0.00615537968	3
320	793	BFE	18	0.00750645866	3
320	793	BFE	20	0.0067024923	3
320	793	PSI	10	9.260199400000001e-4	0
320	793	PSI	12	0.0012848234	3
320	793	PSI	14	0.00128375346	3
320	793	PSI	16	0.0012789364	3
320	793	PSI	18	0.0017304521599999997	3
320	793	PSI	20	0.00176444136	3
320	794	BFE	10	0.00356025478	0
320	794	BFE	12	0.0036155462	0
320	794	BFE	14	0.00343606282	0
320	794	BFE	16	0.0033993058	0
320	794	BFE	18	0.00349415384	0
320	794	BFE	20	0.00344975556	0
320	794	PSI	10	6.5360026e-4	0
320	794	PSI	12	7.047708e-4	0
320	794	PSI	14	6.8405032e-4	0
320	794	PSI	16	6.6725448e-4	0
320	794	PSI	18	7.0253084e-4	0
320	794	PSI	20	6.8118058e-4	0
320	795	BFE	10	0.00352773892	0
320	795	BFE	12	0.00359314754	0
320	795	BFE	14	0.00368660632	0
320	795	BFE	16	0.0038968599800000003	0
320	795	BFE	18	0.00384539254	0
320	795	BFE	20	0.0037123997999999997	0
320	795	PSI	10	7.710166400000001e-4	0
320	795	PSI	12	7.5914032e-4	0
320	795	PSI	14	9.337761599999999e-4	0
320	795	PSI	16	9.279127599999999e-4	0
320	795	PSI	18	9.107066799999999e-4	0
320	795	PSI	20	9.431472600000001e-4	0
320	796	BFE	10	0.00364144426	0
320	796	BFE	12	0.0036838085400000007	0
320	796	BFE	14	0.00362477628	0
320	796	BFE	16	0.0036295945000000005	0
320	796	BFE	18	0.0036033272	0
320	796	BFE	20	0.00361976768	0
320	796	PSI	10	7.5247598e-4	0
320	796	PSI	12	8.4059134e-4	0
320	796	PSI	14	7.93101e-4	0
320	796	PSI	16	7.859936599999999e-4	0
320	796	PSI	18	7.617846e-4	0
320	796	PSI	20	7.840905400000001e-4	0
320	797	BFE	10	0.0065526746400000006	3
320	797	BFE	12	0.0069309520200000006	3
320	797	BFE	14	0.006691385500000001	3
320	797	BFE	16	0.0065843449	3
320	797	BFE	18	0.006537322400000001	3
320	797	BFE	20	0.006727379560000001	3
320	797	PSI	10	0.0016322219799999999	3
320	797	PSI	12	0.0016388504200000001	3
320	797	PSI	14	0.0016137853599999998	3
320	797	PSI	16	0.0016332485600000003	3
320	797	PSI	18	0.0019020032400000001	3
320	797	PSI	20	0.0016827359	3
320	798	BFE	10	0.00861394724	6
320	798	BFE	12	0.00872811152	6
320	798	BFE	14	0.00868858926	6
320	798	BFE	16	0.0096779546	14
320	798	BFE	18	0.00950000592	20
320	798	BFE	20	0.01004510426	24
320	798	PSI	10	0.00277305926	6
320	798	PSI	12	0.0029082394	6
320	798	PSI	14	0.00278442944	6
320	798	PSI	16	0.0032943677800000002	14
320	798	PSI	18	0.0036575733400000003	20
320	798	PSI	20	0.00398265324	24
320	799	BFE	10	0.0072545773199999995	3
320	799	BFE	12	0.00842352146	7
320	799	BFE	14	0.00827798276	8
320	799	BFE	16	0.00817597884	9
320	799	BFE	18	0.0090336479	15
320	799	BFE	20	0.009050039059999999	15
320	799	PSI	10	0.00216414766	3
320	799	PSI	12	0.00289603002	7
320	799	PSI	14	0.0025544699	8
320	799	PSI	16	0.0027027052599999995	9
320	799	PSI	18	0.00332217146	15
320	799	PSI	20	0.0034325835999999997	15
320	800	BFE	10	0.00725041762	3
320	800	BFE	12	0.007637379740000001	3
320	800	BFE	14	0.00731024176	3
320	800	BFE	16	0.00735165114	6
320	800	BFE	18	0.0075359934000000005	6
320	800	BFE	20	0.007537374019999999	6
320	800	PSI	10	0.0017923318000000001	3
320	800	PSI	12	0.00187821652	3
320	800	PSI	14	0.00188034098	3
320	800	PSI	16	0.0022886303	6
320	800	PSI	18	0.0023689466400000003	6
320	800	PSI	20	0.0024615076	6
320	801	BFE	10	0.003367259	0
320	801	BFE	12	0.0034308146800000002	0
320	801	BFE	14	0.0034794266400000004	0
320	801	BFE	16	0.00332196784	0
320	801	BFE	18	0.00342516822	0
320	801	BFE	20	0.0033862170599999997	0
320	801	PSI	10	6.2439548e-4	0
320	801	PSI	12	6.3839368e-4	0
320	801	PSI	14	6.329014600000001e-4	0
320	801	PSI	16	6.2384804e-4	0
320	801	PSI	18	7.0056794e-4	0
320	801	PSI	20	6.7675276e-4	0
320	802	BFE	10	0.007344961700000001	6
320	802	BFE	12	0.00727749746	9
320	802	BFE	14	0.00723144474	12
320	802	BFE	16	0.007540346200000001	15
320	802	BFE	18	0.00970017992	22
320	802	BFE	20	0.00939137608	28
320	802	PSI	10	0.00230002166	6
320	802	PSI	12	0.0023880446	9
320	802	PSI	14	0.0024921598	12
320	802	PSI	16	0.0028738515800000005	15
320	802	PSI	18	0.00326194274	22
320	802	PSI	20	0.00378387716	28
320	803	BFE	10	0.0035857109399999995	0
320	803	BFE	12	0.00351795414	0
320	803	BFE	14	0.00350604154	0
320	803	BFE	16	0.0034472631399999993	0
320	803	BFE	18	0.0035286256199999998	0
320	803	BFE	20	0.003513322	0
320	803	PSI	10	7.072611e-4	0
320	803	PSI	12	7.177817799999999e-4	0
320	803	PSI	14	7.369579e-4	0
320	803	PSI	16	7.149186599999999e-4	0
320	803	PSI	18	7.4172232e-4	0
320	803	PSI	20	7.129521e-4	0
320	804	BFE	10	0.00694682884	3
320	804	BFE	12	0.0068665112599999995	3
320	804	BFE	14	0.00802360058	3
320	804	BFE	16	0.00807769008	10
320	804	BFE	18	0.00799694552	15
320	804	BFE	20	0.008585898960000001	17
320	804	PSI	10	0.00180017494	3
320	804	PSI	12	0.00179805244	3
320	804	PSI	14	0.00194282762	3
320	804	PSI	16	0.0026482423599999997	10
320	804	PSI	18	0.0029369535	15
320	804	PSI	20	0.0030018963	17
320	805	BFE	10	0.00305418888	0
320	805	BFE	12	0.00309862332	0
320	805	BFE	14	0.0035169682199999996	0
320	805	BFE	16	0.00329106636	0
320	805	BFE	18	0.0030723083	0
320	805	BFE	20	0.00319750992	0
320	805	PSI	10	5.082909600000001e-4	0
320	805	PSI	12	5.5140258e-4	0
320	805	PSI	14	5.4599328e-4	0
320	805	PSI	16	0.00050731630000000005	0
320	805	PSI	18	5.057903e-4	0
320	805	PSI	20	5.052942599999999e-4	0
320	806	BFE	10	0.0028100155600000003	0
320	806	BFE	12	0.00284396856	0
320	806	BFE	14	0.00289201374	0
320	806	BFE	16	0.0028528381200000003	0
320	806	BFE	18	0.002794704	0
320	806	BFE	20	0.0028227282	0
320	806	PSI	10	3.4125604e-4	0
320	806	PSI	12	3.4243254e-4	0
320	806	PSI	14	3.3871958e-4	0
320	806	PSI	16	3.3992934e-4	0
320	806	PSI	18	3.3979378e-4	0
320	806	PSI	20	3.3833702e-4	0
320	807	BFE	10	0.007028751160000001	3
320	807	BFE	12	0.007348713080000001	6
320	807	BFE	14	0.00910308202	11
320	807	BFE	16	0.00907621722	18
320	807	BFE	18	0.00878933556	19
320	807	BFE	20	0.00949817436	19
320	807	PSI	10	0.00186350334	3
320	807	PSI	12	0.00228815282	6
320	807	PSI	14	0.00254560926	11
320	807	PSI	16	0.0031980195000000005	18
320	807	PSI	18	0.00307527814	19
320	807	PSI	20	0.0034224814399999998	19
320	808	BFE	10	0.00308330832	0
320	808	BFE	12	0.0030738360200000003	0
320	808	BFE	14	0.0030558873199999998	0
320	808	BFE	16	0.00310754916	0
320	808	BFE	18	0.00299408868	0
320	808	BFE	20	0.00305516578	0
320	808	PSI	10	4.5516539999999997e-4	0
320	808	PSI	12	4.7545030000000003e-4	0
320	808	PSI	14	4.4374820000000006e-4	0
320	808	PSI	16	4.5366113999999993e-4	0
320	808	PSI	18	5.053384800000001e-4	0
320	808	PSI	20	4.9124444e-4	0
320	809	BFE	10	0.00275571288	0
320	809	BFE	12	0.00278150832	0
320	809	BFE	14	0.00278857504	0
320	809	BFE	16	0.0032566794000000003	0
320	809	BFE	18	0.0027651261999999998	0
320	809	BFE	20	0.00289422092	0
320	809	PSI	10	3.5473697999999996e-4	0
320	809	PSI	12	3.2794902e-4	0
320	809	PSI	14	3.3128008e-4	0
320	809	PSI	16	3.3264258e-4	0
320	809	PSI	18	3.1175422e-4	0
320	809	PSI	20	3.307709e-4	0
320	810	BFE	10	0.00707454294	6
320	810	BFE	12	0.0076177525999999995	12
320	810	BFE	14	0.00864574996	14
320	810	BFE	16	0.00766411298	14
320	810	BFE	18	0.00787080114	14
320	810	BFE	20	0.0091802219	18
320	810	PSI	10	0.00210324652	6
320	810	PSI	12	0.00249608542	12
320	810	PSI	14	0.00284532342	14
320	810	PSI	16	0.0028158614200000003	14
320	810	PSI	18	0.0028854976600000003	14
320	810	PSI	20	0.00333834812	18
320	811	BFE	10	0.0035205529200000004	0
320	811	BFE	12	0.00340894526	0
320	811	BFE	14	0.0035280072199999997	0
320	811	BFE	16	0.00351801428	0
320	811	BFE	18	0.00346897336	0
320	811	BFE	20	0.00380692932	0
320	811	PSI	10	7.3227506e-4	0
320	811	PSI	12	7.0380686e-4	0
320	811	PSI	14	7.1394508e-4	0
320	811	PSI	16	7.071128200000001e-4	0
320	811	PSI	18	7.138046200000001e-4	0
320	811	PSI	20	9.458538400000001e-4	0
320	812	BFE	10	0.0029813534799999998	0
320	812	BFE	12	0.00307249192	0
320	812	BFE	14	0.0039341459799999996	0
320	812	BFE	16	0.0031053361	0
320	812	BFE	18	0.0029395513	0
320	812	BFE	20	0.00291303618	0
320	812	PSI	10	4.1215598e-4	0
320	812	PSI	12	4.3088907999999995e-4	0
320	812	PSI	14	4.362431e-4	0
320	812	PSI	16	4.4168390000000004e-4	0
320	812	PSI	18	4.124759e-4	0
320	812	PSI	20	4.1537534000000005e-4	0
320	813	BFE	10	0.00326523052	0
320	813	BFE	12	0.0030848383	0
320	813	BFE	14	0.00310370172	0
320	813	BFE	16	0.00416353388	0
320	813	BFE	18	0.00309451398	0
320	813	BFE	20	0.0030089746	0
320	813	PSI	10	4.9368406e-4	0
320	813	PSI	12	4.8656324e-4	0
320	813	PSI	14	5.212175e-4	0
320	813	PSI	16	5.702297799999999e-4	0
320	813	PSI	18	4.9377448e-4	0
320	813	PSI	20	5.0027676e-4	0
320	814	BFE	10	0.00300751522	0
320	814	BFE	12	0.0029481508399999998	0
320	814	BFE	14	0.0029629848399999998	0
320	814	BFE	16	0.00324814894	0
320	814	BFE	18	0.0029914445799999996	0
320	814	BFE	20	0.00299399276	0
320	814	PSI	10	4.4876054e-4	0
320	814	PSI	12	4.4424332e-4	0
320	814	PSI	14	4.377654e-4	0
320	814	PSI	16	5.313064600000001e-4	0
320	814	PSI	18	4.3987614000000005e-4	0
320	814	PSI	20	4.5364242e-4	0
320	815	BFE	10	0.00299685948	0
320	815	BFE	12	0.0030618174000000002	0
320	815	BFE	14	0.00314099958	0
320	815	BFE	16	0.00305700234	0
320	815	BFE	18	0.0032929129600000003	0
320	815	BFE	20	0.00304221546	0
320	815	PSI	10	4.4734119999999993e-4	0
320	815	PSI	12	4.616688e-4	0
320	815	PSI	14	4.8736734000000005e-4	0
320	815	PSI	16	4.9726836e-4	0
320	815	PSI	18	7.291915e-4	0
320	815	PSI	20	4.940123200000001e-4	0
320	816	BFE	10	0.00325065154	0
320	816	BFE	12	0.0031204252	0
320	816	BFE	14	0.00343782672	0
320	816	BFE	16	0.0034372155	0
320	816	BFE	18	0.0035131002599999997	0
320	816	BFE	20	0.00585429906	3
320	816	PSI	10	5.5534412e-4	0
320	816	PSI	12	7.3455522e-4	0
320	816	PSI	14	7.5838922e-4	0
320	816	PSI	16	7.725713399999999e-4	0
320	816	PSI	18	7.6468114e-4	0
320	816	PSI	20	0.00106367436	3
320	817	BFE	10	0.00290635822	0
320	817	BFE	12	0.00286510182	0
320	817	BFE	14	0.00288587766	0
320	817	BFE	16	0.00281083076	0
320	817	BFE	18	0.00285131204	0
320	817	BFE	20	0.00370039876	0
320	817	PSI	10	3.4996812000000004e-4	0
320	817	PSI	12	3.7595584000000003e-4	0
320	817	PSI	14	3.6392664000000003e-4	0
320	817	PSI	16	3.4691512e-4	0
320	817	PSI	18	3.5353707999999996e-4	0
320	817	PSI	20	4.1536257999999997e-4	0
320	818	BFE	10	0.01140773782	51
320	818	BFE	12	0.01228963744	69
320	818	BFE	14	0.0140811461	93
320	818	BFE	16	0.014743473339999999	102
320	818	BFE	18	0.015030102540000001	111
320	818	BFE	20	0.01537412464	121
320	818	PSI	10	0.0050287796	51
320	818	PSI	12	0.0064646635599999985	69
320	818	PSI	14	0.006282487340000001	93
320	818	PSI	16	0.006761800239999999	102
320	818	PSI	18	0.00692458004	111
320	818	PSI	20	0.0071675418200000006	121
320	819	BFE	10	0.00357620102	0
320	819	BFE	12	0.0047358630799999996	0
320	819	BFE	14	0.00350028322	0
320	819	BFE	16	0.0036413353000000004	0
320	819	BFE	18	0.00405517218	0
320	819	BFE	20	0.0035212141599999997	0
320	819	PSI	10	7.93143e-4	0
320	819	PSI	12	8.6234972e-4	0
320	819	PSI	14	7.6400066e-4	0
320	819	PSI	16	7.834011400000001e-4	0
320	819	PSI	18	9.697766199999999e-4	0
320	819	PSI	20	7.8775414e-4	0
320	820	BFE	10	0.00330288604	0
320	820	BFE	12	0.00322412364	0
320	820	BFE	14	0.0032854266399999998	0
320	820	BFE	16	0.00321981482	0
320	820	BFE	18	0.00330218286	0
320	820	BFE	20	0.0032574529999999996	0
320	820	PSI	10	6.1081738e-4	0
320	820	PSI	12	6.1414484e-4	0
320	820	PSI	14	6.202438e-4	0
320	820	PSI	16	6.476410999999999e-4	0
320	820	PSI	18	6.173048199999999e-4	0
320	820	PSI	20	6.4676578e-4	0
320	821	BFE	10	0.00421743376	0
320	821	BFE	12	0.006593941359999999	3
320	821	BFE	14	0.006931206519999999	9
320	821	BFE	16	0.0072633409	12
320	821	BFE	18	0.007540624040000001	16
320	821	BFE	20	0.007698071700000001	16
320	821	PSI	10	0.0012302800399999999	0
320	821	PSI	12	0.0015951534	3
320	821	PSI	14	0.0019950907	9
320	821	PSI	16	0.0023033071800000002	12
320	821	PSI	18	0.0029465782999999997	16
320	821	PSI	20	0.0026850558199999998	16
320	822	BFE	10	0.0061712367800000004	3
320	822	BFE	12	0.006560956799999999	5
320	822	BFE	14	0.0066247608599999995	9
320	822	BFE	16	0.008139453559999999	15
320	822	BFE	18	0.00831273204	19
320	822	BFE	20	0.0088778609	23
320	822	PSI	10	0.00159993392	3
320	822	PSI	12	0.0014473598400000002	5
320	822	PSI	14	0.00196326922	9
320	822	PSI	16	0.0023725385	15
320	822	PSI	18	0.00295413622	19
320	822	PSI	20	0.0032015847	23
320	823	BFE	10	0.00629958558	6
320	823	BFE	12	0.00709552768	6
320	823	BFE	14	0.00628556746	6
320	823	BFE	16	0.0063765017	6
320	823	BFE	18	0.007191646560000001	9
320	823	BFE	20	0.00648151862	9
320	823	PSI	10	0.0016575550600000002	6
320	823	PSI	12	0.0018255935	6
320	823	PSI	14	0.00168414902	6
320	823	PSI	16	0.0017035643600000002	6
320	823	PSI	18	0.00218698194	9
320	823	PSI	20	0.00196158192	9
320	824	BFE	10	0.0029461069	0
320	824	BFE	12	0.00300940862	0
320	824	BFE	14	0.00292707846	0
320	824	BFE	16	0.0029658261799999997	0
320	824	BFE	18	0.0031596342399999996	0
320	824	BFE	20	0.00295035196	0
320	824	PSI	10	4.0629840000000006e-4	0
320	824	PSI	12	4.5087742000000003e-4	0
320	824	PSI	14	4.0543296e-4	0
320	824	PSI	16	4.1568032e-4	0
320	824	PSI	18	4.1397392e-4	0
320	824	PSI	20	4.0051206000000003e-4	0
320	825	BFE	10	0.00318807064	0
320	825	BFE	12	0.00305406852	0
320	825	BFE	14	0.0033597927999999997	0
320	825	BFE	16	0.00306529128	0
320	825	BFE	18	0.0031337707200000003	0
320	825	BFE	20	0.0030702696800000004	0
320	825	PSI	10	4.8718347999999995e-4	0
320	825	PSI	12	4.9099246e-4	0
320	825	PSI	14	5.058987999999999e-4	0
320	825	PSI	16	4.744911e-4	0
320	825	PSI	18	4.9110878e-4	0
320	825	PSI	20	4.8209724e-4	0
320	826	BFE	10	0.00853245502	21
320	826	BFE	12	0.01037380634	34
320	826	BFE	14	0.0111268214	47
320	826	BFE	16	0.01152306876	52
320	826	BFE	18	0.0129069556	63
320	826	BFE	20	0.01428103688	71
320	826	PSI	10	0.00347229476	21
320	826	PSI	12	0.0042160135	34
320	826	PSI	14	0.00476061866	47
320	826	PSI	16	0.005215657360000001	52
320	826	PSI	18	0.005500429079999999	63
320	826	PSI	20	0.00693752748	71
320	827	BFE	10	0.0058912376600000005	3
320	827	BFE	12	0.0060862039	3
320	827	BFE	14	0.00649213654	3
320	827	BFE	16	0.0062752734599999995	7
320	827	BFE	18	0.007491934780000001	12
320	827	BFE	20	0.00745597504	13
320	827	PSI	10	0.00107686612	3
320	827	PSI	12	0.0011880342600000002	3
320	827	PSI	14	0.0012025903399999999	3
320	827	PSI	16	0.0016448223599999999	7
320	827	PSI	18	0.00210871436	12
320	827	PSI	20	0.0026687998199999997	13
320	828	BFE	10	0.0030519878	0
320	828	BFE	12	0.0030149213	0
320	828	BFE	14	0.00303089408	0
320	828	BFE	16	0.00301722252	0
320	828	BFE	18	0.0029424516	0
320	828	BFE	20	0.0034592098000000003	0
320	828	PSI	10	4.6148453999999997e-4	0
320	828	PSI	12	4.7367253999999997e-4	0
320	828	PSI	14	4.6131506e-4	0
320	828	PSI	16	4.583486e-4	0
320	828	PSI	18	4.769458e-4	0
320	828	PSI	20	5.2255606e-4	0
320	829	BFE	10	0.00472044514	0
320	829	BFE	12	0.00479595942	0
320	829	BFE	14	0.005360072299999999	0
320	829	BFE	16	0.0047618730599999996	0
320	829	BFE	18	0.0049128766	0
320	829	BFE	20	0.0056569213	0
320	829	PSI	10	0.0013813901199999999	0
320	829	PSI	12	0.0013880336	0
320	829	PSI	14	0.00139529992	0
320	829	PSI	16	0.00143764926	0
320	829	PSI	18	0.00159479676	0
320	829	PSI	20	0.0017192067400000001	0
320	830	BFE	10	0.00404290802	0
320	830	BFE	12	0.00418101324	0
320	830	BFE	14	0.00642276	3
320	830	BFE	16	0.00658329102	6
320	830	BFE	18	0.00692516078	11
320	830	BFE	20	0.0077479002	12
320	830	PSI	10	0.00117395596	0
320	830	PSI	12	0.0012193672400000002	0
320	830	PSI	14	0.00156489764	3
320	830	PSI	16	0.0019138124199999998	6
320	830	PSI	18	0.00219224394	11
320	830	PSI	20	0.0025112502	12
320	831	BFE	10	0.0034657525	0
320	831	BFE	12	0.0033254039	0
320	831	BFE	14	0.0034517741	0
320	831	BFE	16	0.00350058574	0
320	831	BFE	18	0.00339579834	0
320	831	BFE	20	0.00399337876	0
320	831	PSI	10	6.256365e-4	0
320	831	PSI	12	6.187007799999999e-4	0
320	831	PSI	14	6.510280400000001e-4	0
320	831	PSI	16	6.495381000000001e-4	0
320	831	PSI	18	6.7528822e-4	0
320	831	PSI	20	7.0460778e-4	0
320	832	BFE	10	0.0033942712200000003	0
320	832	BFE	12	0.00350255706	0
320	832	BFE	14	0.003319196	0
320	832	BFE	16	0.003296906	0
320	832	BFE	18	0.0035548809199999996	0
320	832	BFE	20	0.0035558288399999997	0
320	832	PSI	10	6.586674e-4	0
320	832	PSI	12	6.7670954e-4	0
320	832	PSI	14	6.957612999999999e-4	0
320	832	PSI	16	6.4538674e-4	0
320	832	PSI	18	8.423771200000001e-4	0
320	832	PSI	20	8.1718436e-4	0
320	833	BFE	10	0.0060941354400000005	3
320	833	BFE	12	0.00636456738	3
320	833	BFE	14	0.0061412306	3
320	833	BFE	16	0.0061702007000000005	3
320	833	BFE	18	0.00646825702	5
320	833	BFE	20	0.00765027682	6
320	833	PSI	10	0.00128750988	3
320	833	PSI	12	0.0013042146600000001	3
320	833	PSI	14	0.0014206967000000002	3
320	833	PSI	16	0.00133072278	3
320	833	PSI	18	0.00174444156	5
320	833	PSI	20	0.00198393294	6
320	834	BFE	10	0.00888304318	14
320	834	BFE	12	0.01097393988	29
320	834	BFE	14	0.01101828596	37
320	834	BFE	16	0.01201851208	50
320	834	BFE	18	0.01243511522	58
320	834	BFE	20	0.013558617480000002	67
320	834	PSI	10	0.0033246628800000003	14
320	834	PSI	12	0.00443197988	29
320	834	PSI	14	0.0044288493800000005	37
320	834	PSI	16	0.00502966196	50
320	834	PSI	18	0.00549825148	58
320	834	PSI	20	0.00590087544	67
320	835	BFE	10	0.00302122076	0
320	835	BFE	12	0.00310367416	0
320	835	BFE	14	0.0030472161600000004	0
320	835	BFE	16	0.00306924586	0
320	835	BFE	18	0.0030736566	0
320	835	BFE	20	0.00297331834	0
320	835	PSI	10	4.6959124e-4	0
320	835	PSI	12	4.9105078e-4	0
320	835	PSI	14	5.0351528e-4	0
320	835	PSI	16	4.5271734e-4	0
320	835	PSI	18	4.5599199999999995e-4	0
320	835	PSI	20	4.8431984e-4	0
320	836	BFE	10	0.0036211107999999997	0
320	836	BFE	12	0.0035143924	0
320	836	BFE	14	0.0035794234600000003	0
320	836	BFE	16	0.0036883373400000002	0
320	836	BFE	18	0.005850247439999999	3
320	836	BFE	20	0.00598635596	3
320	836	PSI	10	8.873611e-4	0
320	836	PSI	12	8.464513599999999e-4	0
320	836	PSI	14	8.797963200000002e-4	0
320	836	PSI	16	9.0392352e-4	0
320	836	PSI	18	0.0012648271800000002	3
320	836	PSI	20	0.00123716384	3
320	837	BFE	10	0.00328655566	0
320	837	BFE	12	0.0033610911199999996	0
320	837	BFE	14	0.0033051266599999998	0
320	837	BFE	16	0.0035763781000000003	0
320	837	BFE	18	0.0033263159199999996	0
320	837	BFE	20	0.00328136386	0
320	837	PSI	10	5.853559000000001e-4	0
320	837	PSI	12	5.820734599999999e-4	0
320	837	PSI	14	5.6510044e-4	0
320	837	PSI	16	6.0877026e-4	0
320	837	PSI	18	5.751387199999999e-4	0
320	837	PSI	20	5.748425e-4	0
320	838	BFE	10	0.0034885852000000003	0
320	838	BFE	12	0.00360759308	0
320	838	BFE	14	0.0036893101599999997	0
320	838	BFE	16	0.0035536773799999997	0
320	838	BFE	18	0.00394566644	0
320	838	BFE	20	0.00362974222	0
320	838	PSI	10	7.6074884e-4	0
320	838	PSI	12	7.847640399999999e-4	0
320	838	PSI	14	7.6099476e-4	0
320	838	PSI	16	7.5409514e-4	0
320	838	PSI	18	9.8907274e-4	0
320	838	PSI	20	7.5992454e-4	0
320	839	BFE	10	0.0034497753	0
320	839	BFE	12	0.00354262542	0
320	839	BFE	14	0.0034050676599999994	0
320	839	BFE	16	0.00360326536	0
320	839	BFE	18	0.00591635084	3
320	839	BFE	20	0.0062213697999999994	3
320	839	PSI	10	6.1803024e-4	0
320	839	PSI	12	7.6922352e-4	0
320	839	PSI	14	7.6551856e-4	0
320	839	PSI	16	7.7755634e-4	0
320	839	PSI	18	0.00107558796	3
320	839	PSI	20	0.00112475464	3
320	840	BFE	10	0.0065281019199999995	3
320	840	BFE	12	0.00673835896	6
320	840	BFE	14	0.00797603694	9
320	840	BFE	16	0.00759823626	16
320	840	BFE	18	0.00810639176	17
320	840	BFE	20	0.00814415478	18
320	840	PSI	10	0.0016345929799999998	3
320	840	PSI	12	0.00196505932	6
320	840	PSI	14	0.0021700739600000003	9
320	840	PSI	16	0.00248439634	16
320	840	PSI	18	0.002684578	17
320	840	PSI	20	0.0027877407999999998	18
320	841	BFE	10	0.0028085683400000004	0
320	841	BFE	12	0.00287301284	0
320	841	BFE	14	0.00288067184	0
320	841	BFE	16	0.0028194429	0
320	841	BFE	18	0.0028465596	0
320	841	BFE	20	0.00306788478	0
320	841	PSI	10	3.5757082e-4	0
320	841	PSI	12	3.6407544000000003e-4	0
320	841	PSI	14	3.4163642e-4	0
320	841	PSI	16	3.4888046e-4	0
320	841	PSI	18	3.5095588e-4	0
320	841	PSI	20	3.7439156e-4	0
320	842	BFE	10	0.00297646774	0
320	842	BFE	12	0.0028285173800000002	0
320	842	BFE	14	0.0029013558	0
320	842	BFE	16	0.00286260718	0
320	842	BFE	18	0.00285438946	0
320	842	BFE	20	0.0034150316200000004	0
320	842	PSI	10	3.6498722000000004e-4	0
320	842	PSI	12	3.481391e-4	0
320	842	PSI	14	3.6968423999999997e-4	0
320	842	PSI	16	3.4401255999999997e-4	0
320	842	PSI	18	3.5284802e-4	0
320	842	PSI	20	5.2914916e-4	0
320	843	BFE	10	0.0081892274	20
320	843	BFE	12	0.01002300184	32
320	843	BFE	14	0.01120280134	43
320	843	BFE	16	0.01131680404	48
320	843	BFE	18	0.01244922896	58
320	843	BFE	20	0.012510211459999998	67
320	843	PSI	10	0.00322720192	20
320	843	PSI	12	0.00395996278	32
320	843	PSI	14	0.0047253100999999995	43
320	843	PSI	16	0.00497253554	48
320	843	PSI	18	0.0054422488199999995	58
320	843	PSI	20	0.00603987068	67
320	844	BFE	10	0.00740602808	8
320	844	BFE	12	0.0069188587	13
320	844	BFE	14	0.009193009640000001	17
320	844	BFE	16	0.00808236474	18
320	844	BFE	18	0.0088753361	24
320	844	BFE	20	0.009383026360000001	27
320	844	PSI	10	0.0021798886	8
320	844	PSI	12	0.00232503512	13
320	844	PSI	14	0.0031528982400000002	17
320	844	PSI	16	0.0029983754000000003	18
320	844	PSI	18	0.0031821509400000005	24
320	844	PSI	20	0.00354339684	27
320	845	BFE	10	0.00314230642	0
320	845	BFE	12	0.00330233764	0
320	845	BFE	14	0.0033084907999999997	0
320	845	BFE	16	0.0032091659600000004	0
320	845	BFE	18	0.00332713548	0
320	845	BFE	20	0.00324465584	0
320	845	PSI	10	5.739802e-4	0
320	845	PSI	12	6.3524348e-4	0
320	845	PSI	14	5.7464742e-4	0
320	845	PSI	16	5.8169902e-4	0
320	845	PSI	18	5.833123799999999e-4	0
320	845	PSI	20	6.147612e-4	0
320	846	BFE	10	0.0041172475600000005	0
320	846	BFE	12	0.006598262419999999	3
320	846	BFE	14	0.007964007839999999	10
320	846	BFE	16	0.00698584632	10
320	846	BFE	18	0.0075050590200000005	18
320	846	BFE	20	0.00900775122	20
320	846	PSI	10	0.0012321990200000001	0
320	846	PSI	12	0.0016590162799999999	3
320	846	PSI	14	0.00283228178	10
320	846	PSI	16	0.0022540953000000003	10
320	846	PSI	18	0.00276839288	18
320	846	PSI	20	0.0031692011	20
320	847	BFE	10	0.0034846063400000003	0
320	847	BFE	12	0.00618210962	3
320	847	BFE	14	0.00637894938	5
320	847	BFE	16	0.006880438680000001	6
320	847	BFE	18	0.0068837963	11
